MV;start;1;Fri 06 Dec 2019 02:00:22 AM UTC
MV;end;1;Fri 06 Dec 2019 02:05:22 AM UTC
MV;start;2;Fri 06 Dec 2019 02:05:52 AM UTC
MV;end;2;Fri 06 Dec 2019 02:10:52 AM UTC
MV;start;4;Fri 06 Dec 2019 02:11:22 AM UTC
MV;end;4;Fri 06 Dec 2019 02:16:22 AM UTC
MV;start;8;Fri 06 Dec 2019 02:16:52 AM UTC
MV;end;8;Fri 06 Dec 2019 02:21:52 AM UTC
MV;start;16;Fri 06 Dec 2019 02:22:22 AM UTC
MV;end;16;Fri 06 Dec 2019 02:27:22 AM UTC
MV;start;32;Fri 06 Dec 2019 02:27:52 AM UTC
MV;end;32;Fri 06 Dec 2019 02:32:52 AM UTC
MV;start;64;Fri 06 Dec 2019 02:33:22 AM UTC
MV;end;64;Fri 06 Dec 2019 02:38:22 AM UTC
MV;start;80;Fri 06 Dec 2019 02:38:52 AM UTC
MV;end;80;Fri 06 Dec 2019 02:43:52 AM UTC
