# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000        0.816    30834.078
       0.101      266.600      637.781    30834.078
       0.203      385.900     2053.781    30834.078
       0.304      405.200     3471.781    30834.078
       0.405      385.500     4907.781    30834.078
       0.506      405.300     6347.781    30834.078
       0.607      405.300     7775.781    30834.078
       0.709      395.400     9211.781    30834.078
       0.810      395.400    10649.781    30834.078
       0.911      405.200    12091.781    30834.078
       1.012      395.400    13525.781    30834.078
       1.113      395.300    14965.781    30834.078
       1.214      395.400    16401.781    30834.078
       1.316      405.300    17825.781    30834.078
       1.417      395.400    19265.781    30834.078
       1.518      385.500    20703.781    30834.078
       1.619      415.500    22137.781    30834.078
       1.720      395.400    23577.781    30834.078
       1.821      395.400    25015.781    30834.078
       1.922      395.400    26449.781    30834.078
       2.024      395.300    27873.781    30834.078
       2.125      405.200    29319.781    30834.078
       2.226      326.200    30405.781    30834.078
       2.327      237.200    30809.234    30834.078
       2.428      395.700    30809.234    30834.078
       2.529      405.900    30809.234    30834.078
       2.630      366.300    30809.234    30834.078
       2.731      405.900    30809.234    30834.078
       2.832      396.000    30809.234    30834.078
       2.933      396.000    30809.234    30834.078
       3.034      396.000    30809.234    30834.078
       3.135      376.000    30809.234    30834.078
       3.236      395.600    30809.234    30834.078
       3.338      395.700    30809.234    30834.078
       3.439      396.000    30809.234    30834.078
       3.540      405.800    30809.234    30834.078
       3.641      366.200    30809.234    30834.078
       3.742      376.200    30809.234    30834.078
       3.843      396.000    30809.234    30834.078
       3.944      405.900    30809.234    30834.078
       4.045      396.000    30809.234    30834.078
       4.146      396.000    30809.234    30834.078
       4.247      396.100    30809.234    30834.078
       4.348      366.300    30809.234    30834.078
       4.449      396.000    30809.234    30834.078
       4.550      396.000    30809.234    30834.078
       4.651      396.000    30809.234    30834.078
       4.752      405.900    30809.234    30834.078
       4.853      396.000    30809.234    30834.078
       4.954      396.000    30809.234    30834.078
       5.055      376.300    30809.234    30834.078
       5.156      405.800    30809.234    30834.078
       5.257      386.200    30809.234    30834.078
       5.358      396.100    30809.234    30834.078
       5.459      396.100    30809.234    30834.078
       5.560      385.900    30809.234    30834.078
       5.661      396.100    30809.234    30834.078
       5.762      396.100    30809.234    30834.078
       5.863      396.100    30809.234    30834.078
       5.964      406.000    30809.234    30834.078
       6.066      370.200    30809.234    30834.078
       6.167      405.900    30809.234    30834.078
       6.268      396.200    30809.234    30834.078
       6.369      396.200    30809.234    30834.078
       6.470      396.300    30809.234    30834.078
       6.571      406.100    30809.234    30834.078
       6.672      396.200    30809.234    30834.078
       6.773      366.400    30809.301    30834.078
       6.874      396.200    30809.301    30834.078
       6.975      406.000    30809.301    30834.078
       7.076      396.200    30809.301    30834.078
       7.177      396.100    30809.301    30834.078
       7.278      396.200    30809.301    30834.078
       7.379      406.100    30809.301    30834.078
       7.480      366.500    30809.301    30834.078
       7.581      396.300    30809.301    30834.078
       7.682      396.300    30809.301    30834.078
       7.783      396.300    30809.301    30834.078
       7.884      406.100    30809.301    30834.078
       7.985      366.500    30809.301    30834.078
       8.086      386.300    30809.301    30834.078
       8.187      396.200    30809.301    30834.078
       8.287      416.000    30809.301    30834.078
       8.388      396.300    30809.301    30834.078
       8.489      376.100    30809.301    30834.078
       8.591      395.700    30809.301    30834.078
       8.692      405.800    30809.301    30834.078
       8.793      396.000    30809.301    30834.078
       8.894      396.000    30809.301    30834.078
       8.995      396.000    30809.301    30834.078
       9.096      386.000    30809.301    30834.078
       9.197      366.400    30809.301    30834.078
       9.298      396.100    30809.301    30834.078
       9.399      396.100    30809.301    30834.078
       9.500      405.900    30809.301    30834.078
       9.601      396.000    30809.301    30834.078
       9.702      386.100    30809.301    30834.078
       9.803      376.200    30809.301    30834.078
       9.904      396.000    30809.301    30834.078
      10.005      396.100    30809.301    30834.078
      10.106      396.000    30809.301    30834.078
      10.207      396.100    30809.301    30834.078
      10.308      376.300    30809.301    30834.078
      10.409      396.100    30809.301    30834.078
      10.510      396.100    30809.301    30834.078
      10.611      396.100    30809.301    30834.078
      10.712      406.000    30809.301    30834.078
      10.813      376.300    30809.301    30834.078
      10.914      396.100    30809.301    30834.078
      11.015      396.100    30809.301    30834.078
      11.116      405.600    30809.301    30834.078
      11.217      396.100    30809.301    30834.078
      11.318      396.100    30809.301    30834.078
      11.419      396.100    30809.301    30834.078
      11.520      376.200    30809.301    30834.078
      11.621      396.100    30809.301    30834.078
      11.722      396.000    30809.301    30834.078
      11.823      396.100    30809.301    30834.078
      11.924      405.900    30809.301    30834.078
      12.025      396.100    30809.301    30834.078
      12.126      396.000    30809.301    30834.078
      12.227      366.400    30809.301    30834.078
